"FECHA","HORA","ACO","AJM","ATI","BJU","CAM","CCA","CHO","COY","CUA","CUT","FAC","FAR","GAM","HGM","INN","IZT","LLA","LPR","MER","MGH","MON","MPA","NEZ","PED","SAC","SAG","SFE","SJA","TAH","TLA","TLI","UAX","UIZ","VIF","XAL"
"2019-12-10",6,-99,8,18,15,19,13,-99,-99,21,9,18,17,20,18,-99,19,21,-99,22,-99,-99,-99,20,18,21,18,20,-99,-99,19,20,13,18,-99,25
"2019-12-10",7,-99,11,18,19,20,13,-99,-99,24,9,18,15,19,20,-99,19,21,-99,20,-99,-99,-99,19,18,22,18,26,-99,-99,22,20,16,20,-99,24
"2019-12-10",8,-99,9,18,20,24,13,-99,-99,27,11,18,16,19,22,-99,20,20,-99,28,-99,-99,-99,20,20,21,19,25,-99,-99,20,21,17,20,-99,23
"2019-12-10",9,-99,14,21,22,28,23,-99,-99,25,21,23,19,23,27,-99,24,24,-99,31,-99,-99,-99,26,23,29,20,17,-99,-99,30,27,18,23,-99,30
"2019-12-10",10,-99,19,28,27,40,32,-99,-99,24,31,31,20,32,35,-99,28,36,-99,49,-99,-99,-99,37,27,34,20,25,-99,-99,37,39,19,27,-99,36
"2019-12-10",11,-99,20,23,24,39,26,-99,-99,16,35,30,24,31,35,-99,29,19,-99,46,-99,-99,-99,40,26,35,18,-99,-99,-99,29,40,16,38,-99,36
"2019-12-10",12,-99,11,23,15,36,17,-99,-99,15,28,30,19,25,21,-99,22,16,-99,30,-99,-99,-99,27,19,26,-99,-99,-99,-99,30,28,10,24,-99,25
"2019-12-10",13,-99,7,20,7,20,7,-99,-99,12,26,20,15,15,17,-99,17,14,-99,21,-99,-99,-99,20,8,12,-99,13,-99,-99,23,20,4,10,-99,25
"2019-12-10",14,-99,6,19,5,17,5,-99,-99,10,22,17,11,12,15,-99,9,11,-99,13,-99,-99,-99,10,6,7,-99,9,-99,-99,21,20,4,7,-99,17
"2019-12-10",15,-99,6,15,6,12,5,-99,-99,8,18,15,4,7,10,-99,9,10,-99,10,-99,-99,-99,6,6,5,9,7,-99,-99,13,13,4,7,-99,13
"2019-12-10",16,-99,6,11,5,10,6,-99,-99,7,16,12,3,5,11,-99,11,6,-99,12,-99,-99,-99,6,5,5,7,8,-99,-99,14,11,4,6,-99,13
"2019-12-10",17,-99,5,10,8,13,10,-99,-99,10,11,19,4,6,12,-99,11,7,-99,11,-99,-99,-99,7,5,4,10,12,-99,-99,20,13,5,7,-99,17
"2019-12-10",18,-99,3,17,10,18,8,-99,-99,9,19,24,8,11,16,-99,18,9,-99,15,-99,-99,-99,9,7,5,13,16,-99,-99,21,20,6,9,-99,17
"2019-12-10",19,-99,3,32,14,20,11,-99,-99,15,21,22,11,24,18,-99,14,14,-99,13,-99,-99,-99,16,-99,7,15,18,-99,-99,30,17,7,13,-99,21
"2019-12-10",20,-99,3,30,23,27,14,-99,-99,9,22,27,21,24,23,-99,20,16,-99,21,-99,-99,-99,18,-99,10,18,25,-99,-99,36,23,8,21,-99,27
"2019-12-10",21,-99,4,15,27,28,24,-99,-99,13,8,20,18,28,25,-99,28,16,-99,29,-99,-99,-99,18,-99,11,16,20,-99,-99,30,20,17,24,-99,28
"2019-12-10",22,-99,13,8,13,18,15,-99,-99,11,7,8,11,16,19,-99,26,15,-99,28,-99,-99,-99,15,-99,14,16,11,-99,-99,13,8,15,26,-99,20
"2019-12-10",23,-99,12,8,8,11,8,-99,-99,9,6,6,18,14,10,-99,14,10,-99,14,-99,-99,-99,20,-99,23,11,9,-99,-99,10,9,10,19,-99,19
"2019-12-10",24,-99,9,5,8,10,7,-99,-99,8,6,6,11,11,8,-99,11,7,-99,13,-99,-99,-99,16,-99,18,8,8,-99,-99,7,9,9,15,-99,10
"2019-12-11",1,-99,7,3,5,10,6,-99,-99,6,6,3,13,10,9,-99,11,6,-99,10,-99,-99,-99,15,-99,16,6,6,-99,-99,6,8,6,14,5,16
"2019-12-11",2,-99,5,3,4,8,6,-99,-99,5,9,4,17,13,10,-99,10,5,-99,9,-99,-99,-99,19,-99,17,5,5,-99,-99,9,8,5,14,4,13
"2019-12-11",3,-99,5,7,5,7,4,-99,-99,5,10,5,12,14,11,-99,13,6,-99,9,-99,-99,-99,11,-99,15,6,6,-99,-99,10,9,8,17,3,19
"2019-12-11",4,-99,4,4,7,9,5,-99,-99,6,12,4,13,12,11,-99,12,8,-99,10,-99,-99,-99,7,-99,16,14,6,-99,-99,10,7,14,17,4,17
"2019-12-11",5,-99,3,5,7,10,6,-99,-99,8,12,4,14,13,12,-99,12,12,-99,15,-99,-99,-99,8,-99,17,9,9,-99,-99,15,10,13,16,6,17
"2019-12-11",6,-99,3,11,9,14,7,-99,-99,10,10,8,14,16,18,-99,15,17,-99,19,-99,-99,-99,11,-99,17,16,12,-99,-99,17,11,11,15,8,18
"2019-12-11",7,-99,5,13,13,19,10,-99,-99,19,10,11,14,15,19,-99,18,17,-99,24,-99,-99,-99,16,-99,20,15,18,-99,-99,19,13,16,18,11,19
"2019-12-11",8,-99,7,12,19,19,14,-99,-99,20,8,12,14,16,18,-99,20,15,-99,18,-99,-99,-99,16,-99,16,15,21,-99,-99,18,14,16,17,11,19
"2019-12-11",9,-99,7,10,21,16,15,-99,-99,10,9,13,-99,18,20,-99,20,15,-99,16,-99,-99,-99,14,-99,18,16,17,-99,-99,16,16,14,18,10,18
"2019-12-11",10,-99,-99,11,21,14,15,-99,-99,9,8,11,11,19,20,-99,18,18,-99,18,-99,-99,-99,14,-99,16,15,9,-99,-99,17,16,12,15,10,19
"2019-12-11",11,-99,-99,10,22,19,20,-99,-99,11,7,12,11,19,22,-99,20,16,-99,23,-99,-99,-99,16,-99,20,12,-99,-99,-99,16,13,14,17,9,22
"2019-12-11",12,-99,-99,7,23,20,21,-99,-99,14,5,10,11,18,23,-99,25,12,-99,28,-99,-99,-99,14,-99,17,13,-99,-99,-99,17,8,23,21,5,19
"2019-12-11",13,-99,-99,9,24,20,22,-99,-99,15,4,11,9,11,25,-99,27,9,-99,27,-99,-99,-99,12,-99,14,10,-99,-99,-99,14,8,26,18,4,15
"2019-12-11",14,-99,22,11,22,19,21,-99,-99,17,4,14,7,10,25,-99,24,8,-99,26,-99,-99,-99,10,-99,13,9,-99,-99,-99,20,7,24,15,5,12
"2019-12-11",15,-99,21,13,17,18,19,-99,-99,19,5,-99,6,10,24,-99,20,8,-99,27,-99,-99,-99,10,-99,13,9,-99,-99,-99,20,9,13,11,6,15
"2019-12-11",16,-99,13,17,12,20,15,-99,-99,20,6,-99,6,8,19,-99,14,9,-99,17,-99,-99,-99,8,-99,6,10,-99,-99,-99,20,11,8,8,7,15
"2019-12-11",17,-99,4,17,8,15,5,-99,-99,20,7,-99,5,7,12,-99,10,9,-99,17,-99,-99,-99,6,-99,4,11,-99,-99,-99,21,16,5,6,9,19
"2019-12-11",18,-99,3,25,6,10,4,-99,-99,22,6,22,9,7,10,-99,10,10,-99,12,-99,-99,-99,8,-99,7,12,-99,-99,-99,20,19,5,8,8,17
"2019-12-11",19,-99,2,15,8,13,4,-99,-99,21,9,19,16,11,10,-99,11,17,-99,15,-99,-99,-99,15,-99,10,18,19,-99,-99,20,14,6,11,10,19
"2019-12-11",20,-99,2,18,14,18,8,-99,-99,13,8,16,18,13,15,-99,13,14,-99,18,-99,-99,-99,21,-99,11,15,16,-99,-99,24,14,5,11,7,19
"2019-12-11",21,-99,13,15,18,16,19,-99,-99,17,11,10,14,17,20,-99,19,12,-99,18,-99,-99,-99,20,-99,14,10,17,-99,-99,19,13,16,15,9,21
"2019-12-11",22,-99,16,14,15,16,14,-99,-99,19,13,8,13,17,18,-99,17,13,-99,17,-99,-99,-99,16,-99,18,12,22,-99,-99,16,15,19,20,10,20
"2019-12-11",23,-99,14,9,12,15,12,-99,-99,17,14,8,12,17,17,-99,17,10,-99,17,-99,-99,-99,13,-99,14,9,20,-99,-99,15,15,15,17,14,18
"2019-12-11",24,-99,14,10,11,13,10,-99,-99,22,11,9,13,17,15,-99,16,12,-99,16,-99,-99,-99,14,-99,13,12,16,-99,-99,12,16,17,15,14,18
"2019-12-12",1,-99,12,7,10,14,11,-99,-99,18,11,10,12,16,15,-99,15,14,-99,15,-99,-99,-99,14,-99,15,15,14,-99,-99,12,16,15,15,14,16
"2019-12-12",2,-99,10,7,11,14,13,-99,-99,18,9,13,12,14,14,-99,15,15,-99,15,-99,-99,-99,13,-99,14,14,13,-99,-99,14,15,14,15,13,15
"2019-12-12",3,-99,9,9,14,14,12,-99,-99,19,8,13,11,13,16,-99,14,14,-99,15,-99,-99,-99,14,-99,14,13,11,-99,-99,16,13,13,14,12,15
"2019-12-12",4,-99,6,8,13,14,12,-99,-99,16,7,13,11,13,15,-99,14,13,-99,14,-99,-99,-99,13,-99,14,12,10,-99,-99,12,13,11,14,11,15
"2019-12-12",5,-99,7,8,13,12,11,-99,-99,16,7,12,10,12,16,-99,13,12,-99,14,-99,-99,-99,12,-99,14,11,10,-99,-99,12,13,12,13,10,15
"2019-12-12",6,-99,7,8,12,13,9,-99,-99,17,5,10,10,12,15,-99,13,11,-99,13,-99,-99,-99,11,-99,13,11,13,-99,-99,12,14,11,12,10,14
"2019-12-12",7,-99,6,9,12,13,9,-99,-99,18,6,10,10,12,15,-99,15,12,-99,13,-99,-99,-99,12,-99,13,10,17,-99,-99,12,14,10,12,10,14
"2019-12-12",8,-99,12,10,12,13,9,-99,-99,20,7,10,9,10,17,-99,15,10,-99,18,-99,-99,-99,12,-99,13,10,17,-99,-99,14,13,10,12,10,12
"2019-12-12",9,-99,15,13,15,19,14,-99,-99,23,10,12,11,13,18,-99,18,13,-99,21,-99,-99,-99,15,-99,17,11,13,-99,-99,16,16,11,15,11,15
"2019-12-12",10,-99,-99,22,18,29,14,-99,-99,24,18,24,13,19,25,-99,23,17,-99,25,-99,-99,-99,23,-99,23,13,15,-99,-99,24,21,12,18,14,24
"2019-12-12",11,-99,15,23,20,-99,17,-99,-99,18,23,38,13,21,31,-99,29,19,-99,34,-99,-99,-99,28,-99,27,18,15,-99,-99,31,23,11,18,16,30
"2019-12-12",12,-99,11,15,17,-99,13,-99,-99,8,20,27,10,18,31,-99,25,22,-99,36,-99,-99,-99,23,-99,23,17,11,-99,-99,28,22,11,20,11,29
"2019-12-12",13,-99,7,10,16,-99,9,-99,-99,7,8,16,9,13,20,-99,21,15,-99,21,-99,-99,-99,11,-99,19,11,13,-99,-99,20,10,13,18,-99,23
"2019-12-12",14,-99,5,6,11,19,10,-99,-99,10,2,16,5,8,12,-99,15,7,-99,7,-99,-99,-99,6,-99,8,9,12,-99,-99,10,5,12,9,4,13
"2019-12-12",15,-99,7,5,7,16,10,-99,-99,8,3,10,3,5,12,-99,8,7,-99,9,-99,-99,-99,5,-99,7,5,9,-99,-99,10,4,9,8,4,12
"2019-12-12",16,-99,10,4,9,11,9,-99,-99,10,3,7,3,5,16,-99,10,9,-99,16,-99,-99,-99,6,-99,6,8,10,-99,-99,10,3,7,9,3,14
"2019-12-12",17,-99,14,5,10,11,12,-99,-99,9,5,5,5,6,15,-99,14,8,-99,13,-99,-99,-99,8,-99,7,9,9,-99,-99,9,4,8,11,2,12
"2019-12-12",18,-99,15,10,9,18,9,-99,-99,10,8,20,8,12,16,-99,13,15,-99,22,-99,-99,-99,13,-99,13,11,10,-99,-99,16,7,12,12,5,11
"2019-12-12",19,-99,9,15,16,28,14,-99,-99,14,12,25,20,22,24,-99,22,24,-99,29,-99,-99,-99,25,-99,21,23,14,-99,-99,25,17,20,25,13,12
"2019-12-12",20,-99,6,12,20,31,18,-99,-99,17,20,20,10,15,27,-99,27,13,-99,29,-99,-99,-99,20,-99,13,14,18,-99,-99,27,20,25,25,13,15
"2019-12-12",21,-99,10,15,16,23,21,-99,-99,14,9,19,7,9,16,-99,15,8,-99,11,-99,-99,-99,13,-99,16,12,21,-99,-99,24,12,12,13,8,11
"2019-12-12",22,-99,18,10,10,12,13,-99,-99,13,9,11,8,11,10,-99,14,7,-99,11,-99,-99,-99,12,-99,18,13,15,-99,-99,16,12,14,14,11,14
"2019-12-12",23,-99,16,13,14,16,14,-99,-99,12,10,10,13,13,13,-99,15,10,-99,13,-99,-99,-99,11,-99,13,12,17,-99,-99,15,13,15,16,12,10
"2019-12-12",24,-99,9,12,15,15,16,-99,-99,16,12,12,14,15,15,-99,15,14,-99,14,-99,-99,-99,15,-99,14,13,16,-99,-99,16,14,16,17,12,10
"2019-12-13",1,-99,7,10,17,17,10,-99,-99,15,10,11,14,15,17,-99,15,13,-99,15,-99,-99,-99,14,9,15,13,13,-99,-99,16,15,17,17,12,15
"2019-12-13",2,-99,6,8,16,17,10,-99,-99,11,11,10,11,15,18,-99,17,13,-99,16,-99,-99,-99,13,8,14,12,11,-99,-99,14,14,16,16,12,16
"2019-12-13",3,-99,3,9,15,14,9,-99,-99,14,10,9,10,15,16,-99,16,12,-99,15,-99,-99,-99,12,5,13,11,9,-99,-99,12,13,15,15,12,14
"2019-12-13",4,-99,2,6,12,15,8,-99,-99,9,9,8,10,11,16,-99,15,11,-99,15,-99,-99,-99,12,4,13,11,8,-99,-99,12,14,14,14,12,13
"2019-12-13",5,-99,2,6,12,15,10,-99,-99,9,7,7,10,11,16,-99,13,12,-99,13,-99,-99,-99,11,4,13,12,11,-99,-99,11,14,14,13,9,12
"2019-12-13",6,-99,2,11,14,15,10,-99,-99,10,7,9,10,11,16,-99,14,12,-99,13,-99,-99,-99,11,8,13,10,15,-99,-99,12,14,13,14,9,13
"2019-12-13",7,-99,3,12,14,20,9,-99,-99,19,7,11,9,12,15,-99,16,13,-99,17,-99,-99,-99,12,11,14,10,15,-99,-99,14,14,13,15,9,14
"2019-12-13",8,-99,10,13,16,19,10,-99,-99,18,10,12,11,12,16,-99,18,14,-99,16,-99,-99,-99,14,14,16,10,16,-99,-99,14,14,13,16,10,15
"2019-12-13",9,-99,14,13,20,19,16,-99,-99,10,13,14,12,18,18,-99,30,18,-99,19,-99,-99,-99,15,17,21,14,13,-99,-99,20,17,15,22,14,20
"2019-12-13",10,-99,9,23,29,29,19,-99,-99,5,18,17,13,30,26,-99,34,23,-99,26,-99,-99,-99,15,20,28,20,9,-99,-99,25,21,12,32,18,30
"2019-12-13",11,-99,7,15,24,25,19,-99,-99,4,15,20,19,32,28,-99,28,28,-99,30,-99,-99,-99,17,20,28,18,4,-99,-99,20,19,12,33,18,37
"2019-12-13",12,-99,10,4,14,15,12,-99,-99,5,9,9,15,27,15,-99,21,13,-99,21,-99,-99,-99,10,13,12,16,6,-99,-99,15,14,15,18,8,36
"2019-12-13",13,-99,13,3,10,11,10,-99,-99,6,5,7,13,20,12,-99,14,6,-99,16,-99,-99,-99,8,10,7,8,7,-99,-99,13,8,14,12,2,19
"2019-12-13",14,-99,11,3,10,10,9,-99,-99,7,2,5,11,14,11,-99,12,6,-99,13,-99,-99,-99,9,10,10,8,7,-99,-99,8,7,11,13,2,14
"2019-12-13",15,-99,10,3,8,8,9,-99,-99,6,1,7,8,9,9,-99,10,6,-99,10,-99,-99,-99,12,9,12,7,6,-99,-99,7,5,10,14,2,12
"2019-12-13",16,-99,10,2,6,7,7,-99,-99,5,2,5,4,5,8,-99,8,4,-99,10,-99,-99,-99,10,7,12,6,5,-99,-99,7,4,11,13,2,12
"2019-12-13",17,-99,8,4,6,10,6,-99,-99,5,3,8,4,5,7,-99,10,5,-99,8,-99,-99,-99,7,7,9,7,4,-99,-99,10,4,10,10,3,12
"2019-12-13",18,-99,13,8,10,17,12,-99,-99,10,7,8,7,7,10,-99,14,12,-99,14,-99,-99,-99,10,10,12,10,10,-99,-99,13,9,10,10,8,17
"2019-12-13",19,-99,17,15,20,23,22,-99,-99,13,15,19,16,20,19,-99,22,24,-99,20,-99,-99,-99,21,18,25,21,22,-99,-99,22,20,16,23,18,15
"2019-12-13",20,-99,15,11,23,26,21,-99,-99,15,20,20,23,20,23,-99,26,23,-99,27,-99,-99,-99,22,21,19,23,21,-99,-99,26,23,26,26,20,10
"2019-12-13",21,-99,13,11,22,24,21,-99,-99,12,19,18,19,18,25,-99,25,22,-99,26,-99,-99,-99,22,21,13,20,21,-99,-99,24,18,26,24,19,17
"2019-12-13",22,-99,11,13,23,23,19,-99,-99,20,20,18,16,17,23,-99,25,22,-99,22,-99,-99,-99,23,20,28,18,20,-99,-99,23,21,28,24,19,22
"2019-12-13",23,-99,11,16,23,22,18,-99,-99,22,17,18,20,22,23,-99,23,20,-99,22,-99,-99,-99,21,17,26,19,18,-99,-99,21,21,24,26,18,22
"2019-12-13",24,-99,9,9,21,20,13,-99,-99,20,17,16,20,23,21,-99,22,19,-99,21,-99,-99,-99,20,11,25,20,16,-99,-99,20,20,22,25,16,23
"2019-12-14",1,-99,6,8,19,20,12,-99,-99,17,16,12,18,22,20,-99,20,18,-99,19,-99,-99,-99,19,10,20,18,16,-99,22,20,19,20,23,15,24
"2019-12-14",2,-99,3,9,18,18,10,-99,-99,11,14,11,15,20,15,-99,18,18,-99,19,-99,-99,-99,18,8,19,16,15,-99,20,19,19,18,20,16,19
"2019-12-14",3,-99,3,8,17,18,11,-99,-99,16,11,9,13,16,17,-99,19,16,-99,18,-99,-99,-99,17,6,18,16,10,-99,18,18,18,17,20,16,18
"2019-12-14",4,-99,3,7,17,17,10,-99,-99,17,11,12,15,15,17,-99,18,16,-99,17,-99,-99,-99,16,5,17,15,9,-99,14,17,17,18,18,15,16
"2019-12-14",5,-99,3,11,16,18,12,-99,-99,16,10,8,14,14,18,-99,17,15,-99,17,-99,-99,-99,15,4,17,14,10,-99,16,15,19,16,18,12,15
"2019-12-14",6,-99,4,11,16,16,10,-99,-99,20,10,11,12,14,18,-99,17,13,-99,19,-99,-99,-99,15,7,17,12,13,-99,13,16,16,16,16,11,15
"2019-12-14",7,-99,2,13,16,18,11,-99,-99,20,10,12,13,13,18,-99,17,15,-99,22,-99,-99,-99,15,7,17,14,16,-99,14,17,15,14,17,12,16
"2019-12-14",8,-99,3,13,16,20,10,-99,-99,22,11,14,12,14,20,-99,22,16,-99,18,-99,-99,-99,14,15,18,13,19,-99,13,16,16,14,17,11,19
"2019-12-14",9,-99,4,15,19,23,16,-99,-99,13,19,15,10,20,24,-99,26,18,-99,23,-99,-99,-99,15,17,24,15,10,-99,13,21,20,16,20,14,23
"2019-12-14",10,-99,19,21,29,33,22,-99,-99,7,18,18,14,24,30,-99,30,23,-99,34,-99,-99,-99,20,24,37,20,11,-99,11,24,28,20,22,20,32
"2019-12-14",11,-99,18,21,30,40,24,-99,-99,12,20,29,18,21,41,-99,30,31,-99,36,-99,-99,-99,21,21,33,24,13,-99,13,27,25,19,23,18,36
"2019-12-14",12,-99,10,17,16,20,15,-99,-99,13,7,14,9,9,21,-99,15,11,-99,16,-99,-99,-99,9,15,15,13,19,-99,6,19,8,13,10,-99,17
"2019-12-14",13,-99,10,8,14,18,12,-99,-99,12,2,12,6,9,10,-99,10,6,-99,11,-99,-99,-99,7,13,8,7,16,-99,8,17,5,10,8,4,10
"2019-12-14",14,-99,11,8,10,19,11,-99,-99,12,2,14,5,5,11,-99,10,7,-99,12,-99,-99,-99,7,12,9,7,16,-99,8,15,7,9,10,3,10
"2019-12-14",15,-99,10,9,9,15,10,-99,-99,13,2,16,6,9,10,-99,11,7,-99,12,-99,-99,-99,8,10,9,7,13,-99,7,16,9,8,8,4,14
"2019-12-14",16,-99,10,9,9,18,10,-99,-99,13,4,16,6,9,11,-99,12,8,-99,12,-99,-99,-99,7,8,9,7,10,-99,6,18,11,7,8,5,18
"2019-12-14",17,-99,11,9,9,16,10,-99,-99,11,4,20,6,9,14,-99,12,9,-99,10,-99,-99,-99,7,10,9,9,10,-99,7,20,11,7,8,5,18
"2019-12-14",18,-99,17,11,9,17,10,-99,-99,15,7,29,8,11,15,-99,15,22,-99,13,-99,-99,-99,10,10,8,13,15,-99,6,24,14,8,10,8,27
"2019-12-14",19,-99,12,26,19,40,18,-99,-99,40,12,34,13,21,25,-99,28,36,-99,22,-99,-99,-99,13,19,10,26,30,-99,12,36,31,10,14,30,25
"2019-12-14",20,-99,12,14,19,42,20,-99,-99,22,23,34,12,20,21,-99,20,17,-99,29,-99,-99,-99,15,18,12,21,29,-99,25,35,36,10,15,34,23
"2019-12-14",21,-99,11,29,31,40,19,-99,-99,12,26,33,15,24,19,-99,24,20,-99,34,-99,-99,-99,20,20,11,25,20,-99,21,36,35,15,17,31,28
"2019-12-14",22,-99,10,27,32,40,25,-99,-99,11,25,30,13,27,29,-99,29,24,-99,29,-99,-99,-99,15,18,8,29,15,-99,22,35,32,14,22,34,25
"2019-12-14",23,-99,12,24,23,38,27,-99,-99,9,25,27,17,29,25,-99,28,32,-99,35,-99,-99,-99,12,17,8,31,19,-99,19,30,37,15,25,30,34
"2019-12-14",24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-12-15",1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-12-15",2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-12-15",3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
"2019-12-15",4,-99,-99,20,23,23,19,-99,-99,11,12,19,19,24,26,-99,21,20,-99,26,-99,-99,-99,23,9,23,18,12,-99,5,24,26,16,22,20,24
"2019-12-15",5,-99,-99,17,23,23,17,-99,-99,10,13,15,17,21,25,-99,19,21,-99,24,-99,-99,-99,20,8,21,19,10,-99,5,21,24,15,22,19,23
"2019-12-15",6,-99,-99,17,22,21,19,-99,-99,13,11,16,16,19,25,-99,19,21,-99,24,-99,-99,-99,18,11,23,18,10,-99,9,22,24,14,19,16,23
"2019-12-15",7,-99,-99,18,21,20,17,-99,-99,20,10,17,16,18,25,-99,21,20,-99,28,-99,-99,-99,18,20,22,18,19,-99,8,20,23,14,20,15,20
"2019-12-15",8,-99,7,18,20,21,18,-99,-99,17,10,18,14,19,24,-99,24,17,-99,28,-99,-99,-99,17,20,20,17,19,-99,9,19,21,15,20,15,20
"2019-12-15",9,-99,14,19,24,27,22,-99,-99,10,17,17,14,19,23,-99,30,23,-99,43,-99,-99,-99,21,21,28,18,15,-99,15,21,25,14,25,16,23
"2019-12-15",10,-99,12,20,29,37,19,-99,-99,6,20,31,16,23,36,-99,36,30,-99,37,-99,-99,-99,25,18,37,22,10,-99,13,30,31,12,27,17,31
"2019-12-15",11,-99,11,17,30,33,15,-99,-99,10,26,30,15,17,43,-99,35,29,-99,36,-99,-99,-99,22,15,40,24,15,-99,10,31,31,16,28,17,27
"2019-12-15",12,-99,8,12,22,18,14,-99,-99,12,17,17,6,10,27,-99,25,16,-99,26,-99,-99,-99,14,11,20,13,13,-99,6,19,15,13,20,12,17
"2019-12-15",13,-99,8,10,10,9,10,-99,-99,9,8,10,4,5,12,-99,14,14,-99,13,-99,-99,-99,7,9,13,8,9,-99,7,12,10,10,13,7,13
"2019-12-15",14,-99,8,6,8,9,8,-99,-99,9,7,9,3,4,10,-99,13,9,-99,13,-99,-99,-99,7,8,10,7,8,-99,5,13,12,8,10,7,11
"2019-12-15",15,-99,8,8,7,9,7,-99,-99,9,8,10,3,4,12,-99,11,6,-99,12,-99,-99,-99,8,8,10,7,8,-99,4,10,10,5,8,8,7
"2019-12-15",16,-99,7,9,6,10,7,-99,-99,10,8,12,3,5,11,-99,9,5,-99,10,-99,-99,-99,7,7,6,8,8,-99,3,11,8,4,6,7,10
"2019-12-15",17,-99,5,8,4,7,5,-99,-99,6,7,12,4,6,9,-99,7,5,-99,9,-99,-99,-99,6,6,4,10,8,-99,4,10,8,3,5,7,11
"2019-12-15",18,-99,3,10,7,12,8,-99,-99,6,9,14,4,7,11,-99,11,6,-99,10,-99,-99,-99,7,5,6,11,9,-99,3,13,12,5,7,10,10
"2019-12-15",19,-99,4,17,16,20,9,-99,-99,7,12,17,7,10,19,-99,18,9,-99,16,-99,-99,-99,9,10,7,13,13,-99,9,20,12,7,10,12,12
"2019-12-15",20,-99,5,21,13,15,12,-99,-99,10,28,20,7,16,17,-99,16,16,-99,19,-99,-99,-99,11,12,8,16,12,-99,8,27,13,7,10,11,16
"2019-12-15",21,-99,10,27,14,12,18,-99,-99,11,26,27,10,22,18,-99,20,17,-99,20,-99,-99,-99,14,14,9,15,10,-99,16,31,19,8,17,13,19
"2019-12-15",22,-99,6,20,13,26,20,-99,-99,10,24,25,11,21,17,-99,20,20,-99,27,-99,-99,-99,17,16,10,14,13,-99,23,32,29,10,15,26,20
"2019-12-15",23,-99,8,18,11,28,23,-99,-99,5,25,24,15,24,14,-99,16,20,-99,22,-99,-99,-99,17,27,7,20,7,-99,17,30,29,10,13,21,20
"2019-12-15",24,-99,6,22,18,24,23,-99,-99,5,21,22,19,30,17,-99,17,24,-99,20,-99,-99,-99,15,16,7,20,9,-99,10,29,19,11,14,26,25
"2019-12-16",1,-99,3,20,26,30,21,-99,-99,5,17,16,17,30,25,-99,19,26,-99,23,-99,-99,-99,16,9,13,25,6,-99,8,27,22,13,14,23,28
"2019-12-16",2,-99,4,20,16,28,19,-99,-99,6,15,18,16,28,21,-99,18,26,-99,27,-99,-99,-99,10,9,4,20,9,-99,6,23,26,7,9,20,23
"2019-12-16",3,-99,5,19,10,23,18,-99,-99,7,14,12,17,25,12,-99,11,22,-99,23,-99,-99,-99,9,13,3,15,10,-99,7,22,25,7,7,21,22
"2019-12-16",4,-99,2,19,14,24,13,-99,-99,11,13,9,15,23,8,-99,10,20,-99,14,-99,-99,-99,14,9,17,19,8,-99,6,18,27,8,8,20,21
"2019-12-16",5,-99,4,14,16,25,15,-99,-99,13,12,10,17,22,12,-99,13,19,-99,15,-99,-99,-99,21,13,15,19,8,-99,4,16,25,7,11,19,22
"2019-12-16",6,-99,4,14,16,22,14,-99,-99,13,12,12,16,21,18,-99,16,20,-99,20,-99,-99,-99,21,16,23,18,12,-99,5,18,23,11,16,18,24
"2019-12-16",7,-99,3,16,18,22,13,-99,-99,14,13,15,15,20,20,-99,19,20,-99,20,-99,-99,-99,20,16,23,18,17,-99,12,19,21,15,20,18,20
"2019-12-16",8,-99,4,16,19,27,12,-99,-99,22,13,15,16,19,21,-99,21,20,-99,30,-99,-99,-99,19,17,22,18,19,-99,13,19,20,15,23,17,21
"2019-12-16",9,-99,10,21,20,28,19,-99,-99,12,20,18,22,26,25,-99,22,23,-99,27,-99,-99,-99,18,23,27,22,14,-99,12,24,23,14,29,21,30
"2019-12-16",10,-99,10,25,18,31,17,-99,-99,16,24,22,29,30,23,-99,19,29,-99,33,-99,-99,-99,21,22,30,25,20,-99,11,35,34,14,40,28,34
"2019-12-16",11,-99,14,21,11,29,10,-99,-99,16,20,28,22,23,14,-99,19,24,-99,24,-99,-99,-99,22,15,26,16,20,-99,9,20,34,11,30,24,29
"2019-12-16",12,-99,8,14,-99,20,8,-99,-99,9,9,29,18,17,9,-99,16,15,-99,16,-99,-99,-99,15,9,7,10,8,-99,4,18,16,11,12,17,22
"2019-12-16",13,-99,9,14,-99,9,7,-99,-99,5,7,17,10,13,10,-99,12,10,-99,13,-99,-99,-99,5,9,3,10,7,-99,3,18,12,5,8,12,16
